Title,Year,Director,Producer,Genres,Summary,Duration,Budget,Revenue,Ratings,Vote Count,Popularity,Content Rating,Original Language,Production Companies,Production Countries,Spoken Languages,Tagline,Adult,Movie ID
Soulcatcher,2023,Daniel Markowicz,Daniel Markowicz,Action,A military contractor hired to seize a weapon that turns people into savage killers seeks revenge when his brother falls victim to the device.,99,0,0,6.415,271,24.146,15,pl,Lightcraft,Poland,Polski,,FALSE,1149381
Confidential Informant,2023,Michael Oblowitz,Michael Oblowitz,"Thriller, Action, Mystery, Crime","During a crack epidemic two narcotics agents hunting for a cop killer. Hoping for leads, Moran and Thorton pay off a junkie informant. To provide for his wife and son, Moran involves the stool pigeon in a deadly scheme. This causes the partners to come under the scrutiny of a suspicious internal affairs agent.",88,0,0,5.9,118,24.048,15,en,"BondIt Media Capital, Red Sea Media, Buffalo 8 Productions",United States of America,"English, Português",The action-thriller movie is based on true events,FALSE,1070802
Night Train,2023,Shane Stanley,CJ Walley,"Action, Thriller, Crime","Mother Holly McCord is driven to extremes to save the life of her young son. Even if it means hauling black market drugs in her souped-up truck, with the Feds in hot pursuit. With two bounties on her head and her son’s life on the line, Holly climbs behind the wheel of “Night Train,” ready to outrun, out gun, and outlast them all.",96,0,0,5.973,37,24.034,PG-13,en,,United States of America,English,She will do whatever it takes.,FALSE,1007427
Money Shot: The Pornhub Story,2023,Suzanne Hillinger,Nicki Carrico,Documentary,"Featuring interviews with performers, activists and past employees, this documentary offers a deep dive into the successes and scandals of Pornhub.",95,0,0,5.652,293,23.948,18,en,Jigsaw Productions,United States of America,English,,FALSE,1087040
Appendage,2023,Anna Zlokovic,Alex Familian,Horror,"After hitting a breaking point, Hannah's inner thoughts physicalize into a monstrous creature that threatens to upend her life.",94,0,0,5.662,130,23.868,R,en,"Fever Dream Studios, 20th Digital Studio",United States of America,English,Embrace your inner demons.,FALSE,1081662
Birth/Rebirth,2023,Laura Moss,Mali Elfman,"Horror, Mystery, Thriller, Drama, Science Fiction",A single mother and a childless morgue technician are bound together by their relationship to a little girl they have reanimated from the dead.,99,0,138617,6.386,88,23.847,15,en,"Shudder, Retrospecter Films, Elfman + Viste",United States of America,English,Every body has potential.,FALSE,1058638
The Passenger,2023,Carter Smith,Paige Pemberton,"Horror, Thriller","Randolph Bradley is perfectly content fading into the background, but when his coworker Benson snaps and goes on a violent killing spree, he’s forced to face his fears and confront his troubled past in order to find a way to survive.",98,0,0,6,101,23.837,18,en,Blumhouse Productions,United States of America,English,Ride or die.,FALSE,957314
Hammarskjöld: Fight for Peace,2023,Per Fly,Patrick Ryborn,"Thriller, Drama, History","A speculative biopic about Swedish UN Secretary-General Dag Hammarskjöld, the anti-colonialist, allegedly queer diplomat who died under mysterious circumstances during the Cold War while trying to bring peace to the Congo.",114,0,0,6.969,16,23.779,PG-13,sv,"Unlimited Stories, Film i Väst, Nordisk Film Sweden, SVT, C More Entertainment, Nordsvensk Filmunderhållning, Maipo Film",Sweden,"English, svenska",The Swede who challenged world politics.,FALSE,1084145
Eileen,2023,William Oldroyd,Stefanie Azpiazu,Thriller,"During a bitter 1964 Massachusetts winter, young secretary Eileen becomes enchanted by Rebecca Saint John, the glamorous new counselor at the prison where she works. Their budding friendship takes a twisted turn when Rebecca reveals a dark secret — throwing Eileen onto a sinister path.",98,16000000,1560142,6.149,208,23.74,15,en,"Likely Story, Film4 Productions, Omniscient Films, Fifth Season","United Kingdom, United States of America",English,,FALSE,664341
WILL,2023,Tim Mielants,,"Drama, War, History",Two young police officers find themselves torn between collaboration and resistance as they navigate the Nazi-occupied Antwerp during World War II.,114,0,0,6.5,81,23.734,15,nl,"Lecter Scripted Media, Menuetto, Minds Meet, Les Films du Fleuve, Topkapi Films, K&K Film Selekt","Belgium, Poland",Nederlands,"They were times for ambiguity and contempt, and in that they do not differ from other times, which is to say they have not gone by.",FALSE,973468
Hard Feelings,2023,Granz Henman,,Comedy,"Teenagers Charly and Paula worry that sex could ruin their friendship, while their suddenly and surprisingly bossy private parts urge them to go for it.",103,0,0,5.799,142,23.68,R,de,Rat Pack Filmproduktion,Germany,"Deutsch, English",,FALSE,1120628
WHAM!,2023,Chris Smith,John Battsek,"Documentary, Music","Through archival interviews and footage, George Michael and Andrew Ridgeley relive the arc of their Wham! career, from 70s best buds to 80s pop icons.",92,0,0,7.358,67,23.638,14A,en,"Ventureland, Passion Pictures, Library Films, NEMPEROR","United Kingdom, United States of America",English,,FALSE,1134865
Foe,2023,Garth Davis,Kerry Kohansky-Roberts,"Science Fiction, Drama","Henrietta and Junior farm a secluded piece of land that has been in Junior's family for generations, but their quiet life is thrown into turmoil when an uninvited stranger shows up at their door with a startling proposal. Will they risk their relationship & personal identity for a chance to survive in a new world?",111,0,0,5.723,224,23.636,15,en,"I Am That, See-Saw Films, Anonymous Content","Australia, United States of America",English,Some people are made for each other.,FALSE,760245
Tetris,2023,Jon S. Baird,Claudia Schiffer,"Thriller, History, Drama","In 1988, American video game salesman Henk Rogers discovers the video game Tetris. When he sets out to bring the game to the world, he enters a dangerous web of lies and corruption behind the Iron Curtain.",118,0,0,7.727,1251,23.5,18A,en,"Marv, AI Film, Unigram, Cloudy Productions",United Kingdom,"English, Magyar, 日本語, Pусский",The game you couldn't put down. The story you couldn't make up.,FALSE,726759
Diary of a Wimpy Kid Christmas: Cabin Fever,2023,Luke Cormican,Jeff Kinney,"Animation, Comedy, Family","A hilarious and heartfelt holiday tale centered around everyone's favorite disaster-prone middle school student, Greg Heffley, which finds him desperately fighting to stay off Santa's naughty list as the family prepares for a major winter snowstorm.",64,0,0,6.8,61,23.43,PG,en,"Walt Disney Pictures, Bardel Entertainment","Canada, United States of America",English,Get ready for the wimpiest Christmas ever!,FALSE,1123093
Totally Killer,2023,Nahnatchka Khan,Adam Hendricks,"Comedy, Horror, Science Fiction","When the infamous ""Sweet Sixteen Killer"" returns 35 years after his first murder spree to claim another victim, 17-year-old Jamie accidentally travels back in time to 1987, determined to stop the killer before he can start.",105,0,0,6.902,805,23.341,15,en,"Blumhouse Television, Divide / Conquer, Amazon MGM Studios, Fierce Baby Productions",United States of America,"English, Español",Murder is so 1987.,FALSE,974931
Batman: The Doom That Came to Gotham,2023,Sam Liu,James Krieg,"Animation, Fantasy, Action, Mystery","Explorer Bruce Wayne accidentally unleashes an ancient evil, and returns to Gotham after being away for two decades. There, Batman battles Lovecraftian supernatural forces and encounters allies and enemies such as Green Arrow, Ra's al Ghul, Mr. Freeze, Killer Croc, Two-Face and James Gordon.",86,0,0,6.592,196,23.333,12,en,"DC Entertainment, Warner Bros. Animation",United States of America,English,"In a city forever in darkness, an ancient horror awakens.",FALSE,1003579
Disquiet,2023,Michael Winnick,Steven Paul,"Horror, Thriller, Mystery","After a near-fatal car accident, Sam wakes to discover he is trapped in an abandoned hospital by mysterious and sinister forces that have no intention of letting him leave…",85,0,0,5.406,112,23.311,15,en,"SP Media Group, Steven Paul Production, Front Street Pictures","Canada, United States of America",English,,FALSE,1072074
Sanctuary,2023,Zachary Wigon,Ilya Stewart,"Drama, Thriller","Confined to a claustrophobic hotel room, the heir to a hotel empire and the dominatrix who has primed him for success become locked in a battle of wits and wills as he tries to end his relationship with her.",96,0,581423,6.137,172,23.3,18,en,"Rumble Films, Charades, Mosaic, Hype Studios","France, United States of America",English,His game. Her rules.,FALSE,870518
Assassin Club,2023,Camille Delamarre,Todd Lundbohm,"Action, Adventure, Thriller","In this world of contract killers, Morgan Gaines is the best of the best. When Morgan is hired to kill six people around the world, he soon discovers all the targets are also assassins unknowingly hired to kill each other.",113,0,188292,6.006,156,23.291,15,en,"Film Bridge International, The Motus Studios","Italy, United States of America","English, Español, Português",Kill or be killed.,FALSE,876969
The Inventor,2023,Pierre-Luc Granjon,Adrian Politowski,"Animation, Drama, Family, History","The insatiably curious and headstrong inventor Leonardo da Vinci leaves Italy to join the French court, where he can experiment freely, inventing flying contraptions, incredible machines, and study the human body. There, joined in his adventure by the audacious princess Marguerite, Leonardo will uncover the answer to the ultimate question – ""What is the meaning of it all?""",92,10000000,0,6.1,16,23.266,PG,en,"Foliascope, Leo & King, Curiosity Studio, Aerial Contrivance Workshop, SIE Films, Blue Fox Entertainment, Former Prodigy Media, Slated, Leveller Media, Tip-Top Productions, Carte Blanche, Moo Studios, Curiosity Rights, The Exchange","France, Ireland, United States of America",English,Imagination takes flight.,FALSE,676727
Lumberjack the Monster,2023,Takashi Miike,Misako Saka,"Drama, Thriller, Crime","After Akira Ninomiya miraculously survives a brutal attack by an unknown assailant wearing a ""monster mask,"" he becomes fixated on finding the attacker and getting revenge.",119,0,0,6.2,32,23.251,15,ja,"OLM, Warner Bros. Japan",Japan,日本語,,FALSE,1137142
Kingdom III: The Flame of Destiny,2023,Shinsuke Sato,,"Action, Adventure, War","To defend their kingdom against a sudden invasion, a mighty general returns to the battlefield alongside a war orphan, now grown up, who dreams of glory.",129,0,0,7.478,112,23.241,12,ja,"TOHO, Sony Pictures International Productions, Sony Pictures, Nippon Television Network Corporation",Japan,日本語,,FALSE,1061181
The Taste of Things,2023,Trần Anh Hùng,Olivier Delbosc,"Romance, Drama","Set in 1889 France, Dodin Bouffant is a chef living with his personal cook and lover Eugénie. They share a long history of gastronomy and love but Eugénie refuses to marry Dodin, so the food lover decides to do something he has never done before: cook for her.",135,6500000,5970753,7.053,226,23.118,12A,fr,"Curiosa Films, France 2 Cinéma, uMedia, Gaumont","Belgium, France",Français,Savor every moment.,FALSE,964960
Rascal Does Not Dream of a Sister Venturing Out,2023,Souichi Masui,,"Animation, Drama, Fantasy","After a draining December, Sakuta is quickly nearing the end of his second year of high school. Since Mai is a third-year student, they don't have much time left together before graduation rolls around. Meanwhile, his sister, Kaede, is slowly but steadily venturing outdoors again. Just as she begins to find her footing, she announces her most ambitious goal yet—attending her brother's high school! Sakuta knows better than anyone how difficult this will be for Kaede, and he's ready to support her however he can. He's just not sure if that's what's best for her...or what she really wants...",74,0,0,7.8,26,23.118,NR,ja,"KADOKAWA, CloverWorks, Aniplex",Japan,日本語,,FALSE,1056803
